Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
shrineLightningDrainHealthDesc,blocks,Block,,,"[I]Drain Health Shrine recharging...[/I]",,,,,,,,,,,,,,
shrineLightningDrainStamina,blocks,Block,,,Drain Stamina Shrine,,,,,,,,,,,,,,
shrineLightningDrainStaminaDesc,blocks,Block,,,"[I]Drain Stamina Shrine recharging...[/I]",,,,,,,,,,,,,,
shrineLightningDrainSpirit,blocks,Block,,,Drain Spirit Shrine,,,,,,,,,,,,,,
shrineLightningDrainSpiritDesc,blocks,Block,,,"[I]Drain Spirit Shrine recharging...[/I]",,,,,,,,,,,,,,
shrineLightningTouched,blocks,Block,,,Lightning Touched Shrine,,,,,,,,,,,,,,
shrineLightningTouchedDesc,blocks,Block,,,"[I]Lightning Touched Shrine recharging...[/I]",,,,,,,,,,,,,,

sorceryBlockTraderSign,blocks,Block,,,Arcane Trader Sign,,,,,,,,,,,,,,
sorceryBlockTraderSignDesc,blocks,Block,,,"The Arcane Trader must be hard up on Dukes... she's selling her sign!",,,,,,,,,,,,,,
sorceryVendingDisableDesc,blocks,Block,,,"[d1d1d1][I]Out of Order: The Awakening scared off potential buyers![/I][-]",,,,,,,,,,,,,,

blockElementalDesc,blocks,Block,,,"Elemental Blocks are infused with the power of their Element, rendering them naturally resilient and sturdy for Building. These blocks offer high magic and explosive resists. Trespassers are inflicted with the Elemental Debuff matching that of the Block's Element. It's wise to place a Frame Variant first then upgrade the Block. Frames can be picked up.",,,,,,,,,,,,,,
blockElementalFrameDesc,blocks,Block,,,"Elemental Block Frames can be upgraded to their Solid Building Form by using Extract of the matching Block Element. Frames can be picked up and are excellent for planning your base designs!",,,,,,,,,,,,,,
blockFireVariantHelper,blocks,Block,,,Fire Shapes,,,,,,,,,,,,,,
blockFireFrameVariantHelper,blocks,Block,,,Fire Shapes (Frames),,,,,,,,,,,,,,
blockFireFrame,blocks,Block,,,Fire Cube (Frame),,,,,,,,,,,,,,
blockFireFrameHalf,blocks,Block,,,Fire Cube 1/2 (Frame),,,,,,,,,,,,,,
blockFireFramePlate,blocks,Block,,,Fire Plate (Frame),,,,,,,,,,,,,,
blockFireFrameSheet,blocks,Block,,,Fire Sheet (Frame),,,,,,,,,,,,,,
blockFireFrameSphere,blocks,Block,,,Fire Sphere (Frame),,,,,,,,,,,,,,
blockFireFrameCylinder,blocks,Block,,,Fire Cylinder (Frame),,,,,,,,,,,,,,
blockFireFrameCylinderHalf,blocks,Block,,,Fire Cylinder 1/2 (Frame),,,,,,,,,,,,,,
blockFireFrameCylinderQuarter,blocks,Block,,,Fire Cylinder 1/4 (Frame),,,,,,,,,,,,,,
blockFireFrameCylinderEighth,blocks,Block,,,Fire Cylinder 1/8 (Frame),,,,,,,,,,,,,,
blockFireFrameRamp,blocks,Block,,,Fire Ramp (Frame),,,,,,,,,,,,,,
blockFireFrameRampCorner1,blocks,Block,,,Fire Ramp Corner (Frame),,,,,,,,,,,,,,
blockFireFrameRampCorner2,blocks,Block,,,Fire Ramp Corner 2 (Frame),,,,,,,,,,,,,,
blockFireFrameStairs,blocks,Block,,,Fire Stairs (Frame),,,,,,,,,,,,,,
blockFireFrameStairsCorner,blocks,Block,,,Fire Stairs Corner (Frame),,,,,,,,,,,,,,
blockFire,blocks,Block,,,Fire Cube,,,,,,,,,,,,,,
blockFireHalf,blocks,Block,,,Fire Cube 1/2,,,,,,,,,,,,,,
blockFirePlate,blocks,Block,,,Fire Plate,,,,,,,,,,,,,,
blockFireSheet,blocks,Block,,,Fire Sheet,,,,,,,,,,,,,,
blockFireSphere,blocks,Block,,,Fire Sphere,,,,,,,,,,,,,,
blockFireCylinder,blocks,Block,,,Fire Cylinder,,,,,,,,,,,,,,
blockFireCylinderHalf,blocks,Block,,,Fire Cylinder 1/2,,,,,,,,,,,,,,
blockFireCylinderQuarter,blocks,Block,,,Fire Cylinder 1/4,,,,,,,,,,,,,,
blockFireCylinderEighth,blocks,Block,,,Fire Cylinder 1/8,,,,,,,,,,,,,,
blockFireRamp,blocks,Block,,,Fire Ramp,,,,,,,,,,,,,,
blockFireRampCorner1,blocks,Block,,,Fire Ramp Corner,,,,,,,,,,,,,,
blockFireRampCorner2,blocks,Block,,,Fire Ramp Corner 2,,,,,,,,,,,,,,
blockFireStairs,blocks,Block,,,Fire Stairs,,,,,,,,,,,,,,
blockFireStairsCorner,blocks,Block,,,Fire Stairs Corner,,,,,,,,,,,,,,

blockIceVariantHelper,blocks,Block,,,Ice Shapes,,,,,,,,,,,,,,
blockIceFrameVariantHelper,blocks,Block,,,Ice Shapes (Frames),,,,,,,,,,,,,,
blockIceFrame,blocks,Block,,,Ice Cube (Frame),,,,,,,,,,,,,,
blockIceFrameHalf,blocks,Block,,,Ice Cube 1/2 (Frame),,,,,,,,,,,,,,
blockIceFramePlate,blocks,Block,,,Ice Plate (Frame),,,,,,,,,,,,,,
blockIceFrameSheet,blocks,Block,,,Ice Sheet (Frame),,,,,,,,,,,,,,
blockIceFrameSphere,blocks,Block,,,Ice Sphere (Frame),,,,,,,,,,,,,,
blockIceFrameCylinder,blocks,Block,,,Ice Cylinder (Frame),,,,,,,,,,,,,,
blockIceFrameCylinderHalf,blocks,Block,,,Ice Cylinder 1/2 (Frame),,,,,,,,,,,,,,
blockIceFrameCylinderQuarter,blocks,Block,,,Ice Cylinder 1/4 (Frame),,,,,,,,,,,,,,
blockIceFrameCylinderEighth,blocks,Block,,,Ice Cylinder 1/8 (Frame),,,,,,,,,,,,,,
blockIceFrameRamp,blocks,Block,,,Ice Ramp (Frame),,,,,,,,,,,,,,
blockIceFrameRampCorner1,blocks,Block,,,Ice Ramp Corner (Frame),,,,,,,,,,,,,,
blockIceFrameRampCorner2,blocks,Block,,,Ice Ramp Corner 2 (Frame),,,,,,,,,,,,,,
blockIceFrameStairs,blocks,Block,,,Ice Stairs (Frame),,,,,,,,,,,,,,
blockIceFrameStairsCorner,blocks,Block,,,Ice Stairs Corner (Frame),,,,,,,,,,,,,,
blockIce,blocks,Block,,,Ice Cube,,,,,,,,,,,,,,
blockIceHalf,blocks,Block,,,Ice Cube 1/2,,,,,,,,,,,,,,
blockIcePlate,blocks,Block,,,Ice Plate,,,,,,,,,,,,,,
blockIceSheet,blocks,Block,,,Ice Sheet,,,,,,,,,,,,,,
blockIceSphere,blocks,Block,,,Ice Sphere,,,,,,,,,,,,,,
blockIceCylinder,blocks,Block,,,Ice Cylinder,,,,,,,,,,,,,,
blockIceCylinderHalf,blocks,Block,,,Ice Cylinder 1/2,,,,,,,,,,,,,,
blockIceCylinderQuarter,blocks,Block,,,Ice Cylinder 1/4,,,,,,,,,,,,,,
blockIceCylinderEighth,blocks,Block,,,Ice Cylinder 1/8,,,,,,,,,,,,,,
blockIceRamp,blocks,Block,,,Ice Ramp,,,,,,,,,,,,,,
blockIceRampCorner1,blocks,Block,,,Ice Ramp Corner,,,,,,,,,,,,,,
blockIceRampCorner2,blocks,Block,,,Ice Ramp Corner 2,,,,,,,,,,,,,,
blockIceStairs,blocks,Block,,,Ice Stairs,,,,,,,,,,,,,,
blockIceStairsCorner,blocks,Block,,,Ice Stairs Corner,,,,,,,,,,,,,,

blockLightningVariantHelper,blocks,Block,,,Lightning Shapes,,,,,,,,,,,,,,
blockLightningFrameVariantHelper,blocks,Block,,,Lightning Shapes (Frames),,,,,,,,,,,,,,
blockLightningFrame,blocks,Block,,,Lightning Cube (Frame),,,,,,,,,,,,,,
blockLightningFrameHalf,blocks,Block,,,Lightning Cube 1/2 (Frame),,,,,,,,,,,,,,
blockLightningFramePlate,blocks,Block,,,Lightning Plate (Frame),,,,,,,,,,,,,,
blockLightningFrameSheet,blocks,Block,,,Lightning Sheet (Frame),,,,,,,,,,,,,,
blockLightningFrameSphere,blocks,Block,,,Lightning Sphere (Frame),,,,,,,,,,,,,,
blockLightningFrameCylinder,blocks,Block,,,Lightning Cylinder (Frame),,,,,,,,,,,,,,
blockLightningFrameCylinderHalf,blocks,Block,,,Lightning Cylinder 1/2 (Frame),,,,,,,,,,,,,,
blockLightningFrameCylinderQuarter,blocks,Block,,,Lightning Cylinder 1/4 (Frame),,,,,,,,,,,,,,
blockLightningFrameCylinderEighth,blocks,Block,,,Lightning Cylinder 1/8 (Frame),,,,,,,,,,,,,,
blockLightningFrameRamp,blocks,Block,,,Lightning Ramp (Frame),,,,,,,,,,,,,,
blockLightningFrameRampCorner1,blocks,Block,,,Lightning Ramp Corner (Frame),,,,,,,,,,,,,,
blockLightningFrameRampCorner2,blocks,Block,,,Lightning Ramp Corner 2 (Frame),,,,,,,,,,,,,,
blockLightningFrameStairs,blocks,Block,,,Lightning Stairs (Frame),,,,,,,,,,,,,,
blockLightningFrameStairsCorner,blocks,Block,,,Lightning Stairs Corner (Frame),,,,,,,,,,,,,,
blockLightning,blocks,Block,,,Lightning Cube,,,,,,,,,,,,,,
blockLightningHalf,blocks,Block,,,Lightning Cube 1/2,,,,,,,,,,,,,,
blockLightningPlate,blocks,Block,,,Lightning Plate,,,,,,,,,,,,,,
blockLightningSheet,blocks,Block,,,Lightning Sheet,,,,,,,,,,,,,,
blockLightningSphere,blocks,Block,,,Lightning Sphere,,,,,,,,,,,,,,
blockLightningCylinder,blocks,Block,,,Lightning Cylinder,,,,,,,,,,,,,,
blockLightningCylinderHalf,blocks,Block,,,Lightning Cylinder 1/2,,,,,,,,,,,,,,
blockLightningCylinderQuarter,blocks,Block,,,Lightning Cylinder 1/4,,,,,,,,,,,,,,
blockLightningCylinderEighth,blocks,Block,,,Lightning Cylinder 1/8,,,,,,,,,,,,,,
blockLightningRamp,blocks,Block,,,Lightning Ramp,,,,,,,,,,,,,,
blockLightningRampCorner1,blocks,Block,,,Lightning Ramp Corner,,,,,,,,,,,,,,
blockLightningRampCorner2,blocks,Block,,,Lightning Ramp Corner 2,,,,,,,,,,,,,,
blockLightningStairs,blocks,Block,,,Lightning Stairs,,,,,,,,,,,,,,
blockLightningStairsCorner,blocks,Block,,,Lightning Stairs Corner,,,,,,,,,,,,,,

blockUnholyVariantHelper,blocks,Block,,,Unholy Shapes,,,,,,,,,,,,,,
blockUnholyFrameVariantHelper,blocks,Block,,,Unholy Shapes (Frames),,,,,,,,,,,,,,
blockUnholyFrame,blocks,Block,,,Unholy Cube (Frame),,,,,,,,,,,,,,
blockUnholyFrameHalf,blocks,Block,,,Unholy Cube 1/2 (Frame),,,,,,,,,,,,,,
blockUnholyFramePlate,blocks,Block,,,Unholy Plate (Frame),,,,,,,,,,,,,,
blockUnholyFrameSheet,blocks,Block,,,Unholy Sheet (Frame),,,,,,,,,,,,,,
blockUnholyFrameSphere,blocks,Block,,,Unholy Sphere (Frame),,,,,,,,,,,,,,
blockUnholyFrameCylinder,blocks,Block,,,Unholy Cylinder (Frame),,,,,,,,,,,,,,
blockUnholyFrameCylinderHalf,blocks,Block,,,Unholy Cylinder 1/2 (Frame),,,,,,,,,,,,,,
blockUnholyFrameCylinderQuarter,blocks,Block,,,Unholy Cylinder 1/4 (Frame),,,,,,,,,,,,,,
blockUnholyFrameCylinderEighth,blocks,Block,,,Unholy Cylinder 1/8 (Frame),,,,,,,,,,,,,,
blockUnholyFrameRamp,blocks,Block,,,Unholy Ramp (Frame),,,,,,,,,,,,,,
blockUnholyFrameRampCorner1,blocks,Block,,,Unholy Ramp Corner (Frame),,,,,,,,,,,,,,
blockUnholyFrameRampCorner2,blocks,Block,,,Unholy Ramp Corner 2 (Frame),,,,,,,,,,,,,,
blockUnholyFrameStairs,blocks,Block,,,Unholy Stairs (Frame),,,,,,,,,,,,,,
blockUnholyFrameStairsCorner,blocks,Block,,,Unholy Stairs Corner (Frame),,,,,,,,,,,,,,
blockUnholy,blocks,Block,,,Unholy Cube,,,,,,,,,,,,,,
blockUnholyHalf,blocks,Block,,,Unholy Cube 1/2,,,,,,,,,,,,,,
blockUnholyPlate,blocks,Block,,,Unholy Plate,,,,,,,,,,,,,,
blockUnholySheet,blocks,Block,,,Unholy Sheet,,,,,,,,,,,,,,
blockUnholySphere,blocks,Block,,,Unholy Sphere,,,,,,,,,,,,,,
blockUnholyCylinder,blocks,Block,,,Unholy Cylinder,,,,,,,,,,,,,,
blockUnholyCylinderHalf,blocks,Block,,,Unholy Cylinder 1/2,,,,,,,,,,,,,,
blockUnholyCylinderQuarter,blocks,Block,,,Unholy Cylinder 1/4,,,,,,,,,,,,,,
blockUnholyCylinderEighth,blocks,Block,,,Unholy Cylinder 1/8,,,,,,,,,,,,,,
blockUnholyRamp,blocks,Block,,,Unholy Ramp,,,,,,,,,,,,,,
blockUnholyRampCorner1,blocks,Block,,,Unholy Ramp Corner,,,,,,,,,,,,,,
blockUnholyRampCorner2,blocks,Block,,,Unholy Ramp Corner 2,,,,,,,,,,,,,,
blockUnholyStairs,blocks,Block,,,Unholy Stairs,,,,,,,,,,,,,,
blockUnholyStairsCorner,blocks,Block,,,Unholy Stairs Corner,,,,,,,,,,,,,,

blockHolyVariantHelper,blocks,Block,,,Holy Shapes,,,,,,,,,,,,,,
blockHolyFrameVariantHelper,blocks,Block,,,Holy Shapes (Frames),,,,,,,,,,,,,,
blockHolyFrame,blocks,Block,,,Holy Cube (Frame),,,,,,,,,,,,,,
blockHolyFrameHalf,blocks,Block,,,Holy Cube 1/2 (Frame),,,,,,,,,,,,,,
blockHolyFramePlate,blocks,Block,,,Holy Plate (Frame),,,,,,,,,,,,,,
blockHolyFrameSheet,blocks,Block,,,Holy Sheet (Frame),,,,,,,,,,,,,,
blockHolyFrameSphere,blocks,Block,,,Holy Sphere (Frame),,,,,,,,,,,,,,
blockHolyFrameCylinder,blocks,Block,,,Holy Cylinder (Frame),,,,,,,,,,,,,,
blockHolyFrameCylinderHalf,blocks,Block,,,Holy Cylinder 1/2 (Frame),,,,,,,,,,,,,,
blockHolyFrameCylinderQuarter,blocks,Block,,,Holy Cylinder 1/4 (Frame),,,,,,,,,,,,,,
blockHolyFrameCylinderEighth,blocks,Block,,,Holy Cylinder 1/8 (Frame),,,,,,,,,,,,,,
blockHolyFrameRamp,blocks,Block,,,Holy Ramp (Frame),,,,,,,,,,,,,,
blockHolyFrameRampCorner1,blocks,Block,,,Holy Ramp Corner (Frame),,,,,,,,,,,,,,
blockHolyFrameRampCorner2,blocks,Block,,,Holy Ramp Corner 2 (Frame),,,,,,,,,,,,,,
blockHolyFrameStairs,blocks,Block,,,Holy Stairs (Frame),,,,,,,,,,,,,,
blockHolyFrameStairsCorner,blocks,Block,,,Holy Stairs Corner (Frame),,,,,,,,,,,,,,
blockHoly,blocks,Block,,,Holy Cube,,,,,,,,,,,,,,
blockHolyHalf,blocks,Block,,,Holy Cube 1/2,,,,,,,,,,,,,,
blockHolyPlate,blocks,Block,,,Holy Plate,,,,,,,,,,,,,,
blockHolySheet,blocks,Block,,,Holy Sheet,,,,,,,,,,,,,,
blockHolySphere,blocks,Block,,,Holy Sphere,,,,,,,,,,,,,,
blockHolyCylinder,blocks,Block,,,Holy Cylinder,,,,,,,,,,,,,,
blockHolyCylinderHalf,blocks,Block,,,Holy Cylinder 1/2,,,,,,,,,,,,,,
blockHolyCylinderQuarter,blocks,Block,,,Holy Cylinder 1/4,,,,,,,,,,,,,,
blockHolyCylinderEighth,blocks,Block,,,Holy Cylinder 1/8,,,,,,,,,,,,,,
blockHolyRamp,blocks,Block,,,Holy Ramp,,,,,,,,,,,,,,
blockHolyRampCorner1,blocks,Block,,,Holy Ramp Corner,,,,,,,,,,,,,,
blockHolyRampCorner2,blocks,Block,,,Holy Ramp Corner 2,,,,,,,,,,,,,,
blockHolyStairs,blocks,Block,,,Holy Stairs,,,,,,,,,,,,,,
blockHolyStairsCorner,blocks,Block,,,Holy Stairs Corner,,,,,,,,,,,,,,

sorceryStationRandomLootHelper,blocks,Container,,,"= Sorcery Station = Random Helper",,,,,,,,,,,,,,
sorceryStationRandomLootHelperDesc,blocks,Block,,,"Spawn: Fire Spellforge, Ice Spellforge, Alchemy Station",,,,,,,,,,,,,,
sorcerySpellforgeRandomLootHelper,blocks,Container,,,"= Sorcery Spellforge = Random Helper",,,,,,,,,,,,,,
sorcerySpellforgeRandomLootHelperDesc,blocks,Block,,,"Spawn: Fire Spellforge, Ice Spellforge, Lightning Spellforge",,,,,,,,,,,,,,
sorceryAlchemyStationRandomLootHelper,blocks,Container,,,"= Sorcery Alchemy Station = Random Helper",,,,,,,,,,,,,,
sorceryAlchemyStationRandomLootHelperDesc,blocks,Block,,,"Spawn: Alchemy Station (33%) | Dormant Station",,,,,,,,,,,,,,
sorceryEnchantingStationRandomLootHelper,blocks,Container,,,"= Sorcery Enchanting Station = Random Helper",,,,,,,,,,,,,,
sorceryEnchantingStationRandomLootHelperDesc,blocks,Block,,,"Spawn: Enchanting Station (33%) | Dormant Station",,,,,,,,,,,,,,
sorceryRitualStationRandomLootHelper,blocks,Container,,,"= Sorcery Ritual Station = Random Helper",,,,,,,,,,,,,,
sorceryRitualStationRandomLootHelperDesc,blocks,Block,,,"Spawn: Ritual Station (5%) | Dormant Station",,,,,,,,,,,,,,
sorceryTailoringStationRandomLootHelper,blocks,Container,,,"= Sorcery Arcane Wheel Station = Random Helper",,,,,,,,,,,,,,
sorceryTailoringStationRandomLootHelperDesc,blocks,Block,,,"Spawn: Arcane Wheel Station (33%) | Dormant Station",,,,,,,,,,,,,,

paintingSorcAllSupporterPaintingsRandomHelper,blocks,Block,,,"= (All) Supporter + Pet + Names = Random Helper",,,,,,,,,,,,,,
paintingSorcSupporterPortraitRandomHelper,blocks,Block,,,"= Supporter + Pet (Paintings Only) = Random Helper",,,,,,,,,,,,,,
paintingSorcPictureSupportersRandomHelper,blocks,Block,,,"= Supporter Names (Plaques Only) = Random Helper",,,,,,,,,,,,,,

tip_sorcery_Intro_title,Journal Tip,,,,"[ae92d5]Sorcery[-] The Awakening",,,,,,,,,,,,,,
tip_sorcery_Intro,Journal Tip,,,,"The world's gone to shit and arcane forces are awakening. You'll need to embrace and master the power within you to survive much longer.\n\nStart by exploring the Sorcery skill trees and go down a path that calls to you most. Don't worry, there's no need to rush... if you wanna get your ass handed to you by a Fallen!",,,,,,,,,,,,,,
tip_sorcery_Spirit_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Spirit",,,,,,,,,,,,,,
tip_sorcery_Spirit,Journal Tip,,,,"Spirit is the arcane energy required to perform Sorcery, such as Spellcasting.\n[d1d1d1][I]Essentially, your lifeforce as a Sorcerer, you are but mundane without it.[I][-]\n\n[ff0000][U]SPIRIT BUG[/U]:[-] In Multiplayer games, a Client may experience negative or decreasing Spirit due to a vanilla cvar bug. To fix this issue, the Client simply logs out and back into the game.",,,,,,,,,,,,,,
tip_sorcery_Fallen_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Fallen",,,,,,,,,,,,,,
tip_sorcery_Fallen,Journal Tip,,,,"Fallen Sorcerers that have one goal... raise The Awakened! Due to their dark use of Essence, Fallen can prove exceptionally difficult to defeat in battle. Unorthodox methods must be employed to deport them back to Hell.\n• [ae92d5]Blood[-]: [I]Extract blood by looting before they perish[/I]\n• [ae92d5]Healing[-]: [I]Invokes dark magic to consistently heal self and allies[/I]\n• [ae92d5]Minions[-]: [I]Summons nearby allies. Empowers nearby allies.[/I]\n• [ae92d5]Encounter[-]: [I]Forests, Wasteland, Summoning Rituals[/I]\n• [ae92d5]Strategy[-]: [I]The Elders advise constant movement and consistent blows. Their attacks should be evaded. Ritual Traps and Runes may be employed to ward off their effects.[/I]",,,,,,,,,,,,,,
tip_sorcery_Wisp_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Wisp",,,,,,,,,,,,,,
tip_sorcery_Wisp,Journal Tip,,,,"Immortal beings of pure arcane energy, neutral and timid in nature, they can be looted for their Essence.\n• [ae92d5]Essence[-]: [I]Extract essence by looting before they escape[/I]\n• [ae92d5]Healing[-]: [I]Consistently heals nearby foes[/I]\n• [ae92d5]Aura[-]: [I]Touches nearby foes with their Element[/I]\n• [ae92d5]Minions[-]: [I]Summons nearby foes. Empowers nearby foes.[/I]\n• [ae92d5]Encounter[-]: [I]Wild, Fallen Presence[/I]\n• [ae92d5]Strategy[-]: [I]High mobility must be employed to catch these elusive creatures. When attacked they respond with magical retaliation.[/I]",,,,,,,,,,,,,,
tip_sorcery_Potions_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Potions",,,,,,,,,,,,,,
tip_sorcery_Potions,Journal Tip,,,,"Alchemical concoctions that enhance the stats of, or even grant supernatural abilities to, their consumer. Governed by Alchemy Mastery.\n• [ae92d5]Tier[-]: [I]Initiate, Novice, Adept, Expert, Master[/I]\n• [ae92d5]Potency[-]: [I]Strength or power level of the Potion, typically increased by Alchemy Mastery and Element power of its consumer.[/I]\n• [ae92d5]Crafting[-]: [I]Enchanted Mortar, Alchemy Station[/I]\n• [ae92d5]Looting[-]: [I]Fallen, Awakened[/I]",,,,,,,,,,,,,,
tip_sorcery_Runes_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Runes",,,,,,,,,,,,,,
tip_sorcery_Runes,Journal Tip,,,,"Permanent Enchantments that infuse gear and weaponry with the power of Essence, bestowing transcendent effects and abilities upon the wielding Sorcerer. Governed by Rune Mastery.\n• [ae92d5]Rarity[-]: [I]Common, Rare (silver), Legendary (gold), Class / Set (orange)[/I]\n• [ae92d5]Class Runes[-]: [I]Unlock set bonuses while equipping all runes of a set (ex. I, II + III)[/I]\n• [ae92d5]Burden[-]: [I]Spirit cost per use or maximum spirit reduction.[/I]\n• [ae92d5]Degradation[-]: [I]Rate at which runed gear degrades.[/I]\n• [ae92d5]Effectiveness[-]: [I]Strength or power level of the Rune, typically increased by Rune Mastery and Element power.[/I]\n• [ae92d5]Stacking[-]: [I]Some runes and effects stack.[/I]\n• [ae92d5]Removable[-]: [I]Most runes are permanent.[/I]\n• [ae92d5]Crafting[-]: [I]Enchanting Table, Supporter[/I]\n• [ae92d5]Looting[-]: Fallen, Awakened[/I]\n[ff0000][U]RUNE BUG[/U]:[-] It is necessary to re-equip Runed Gear to gain its benefits. Values only display while equipped and held. To fix negative Spirit issues in Multiplayer, Client can log out and back into the game.",,,,,,,,,,,,,,
tip_sorcery_Scrolls_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Scrolls",,,,,,,,,,,,,,
tip_sorcery_Scrolls,Journal Tip,,,,"Temporary Enchantments that imbue their user with powerful abilities, while some Scrolls even Conjure forth items or Summon creatures. Governed by Sorcery.\n• [ae92d5]Rarity[-]: [I]Common, Rare (silver), Legendary (gold), Transcendent (red)[/I]\n• [ae92d5]Enchantment[-]: [I]Temporary benefit that lasts until duration ends. Typically increased by Element power of its user.[/I]\n• [ae92d5]Duration[-]: [I]Increased by Sorcery Attribute[/I]\n• [ae92d5]Crafting[-]: [I]Sorcerer Desk[/I]\n• [ae92d5]Looting[-]: Fallen, Awakened[/I]",,,,,,,,,,,,,,
tip_sorcery_Shrine_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Shrines",,,,,,,,,,,,,,
tip_sorcery_Shrine,Journal Tip,,,,"Worship sites where prayers are often answered by The Elders! Although Shrines are regarded as Holy in nature, The Fallen have corrupted many of these sacred sites.\n[U][ae92d5]ACTIVATING SHRINES[-][/U]: The Elders answer the prayers of the worthy by bestowing their blessing upon them. Powerful temporary buffs Shrine Blessing, Holy Retribution and a Unique Shrine Effect are typically gained when activating Shrines... be sure to read their descriptions!\n[U][ae92d5]SHRINE LOOT[-][/U]: Shrines contain Ritual Loot unique to their element and type. Seek out specific Shrines within their native Biome!\n[U][ae92d5]SHRINE RECHARGING[-][/U]: After expending their power, Shrines must recharge. Once fully recharged, Shrines can once again be activated. Note that Shrines are delicate and should be protected!",,,,,,,,,,,,,,
tip_sorcery_Bush_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Elemental Bushes",,,,,,,,,,,,,,
tip_sorcery_Bush,Journal Tip,,,,"Delicate trees, made of pure Essence, that can be harvested with a single hit. The bush is destroyed upon extracting its Essence. Though once immortal, their power has since faded.\n[U][ae92d5]HARVESTING[-][/U]: Essence is harvested by striking the bush with hand, weapon or tool.\n[U][ae92d5]IMMORTAL SEED[-][/U]: Bushes have a very rare chance to drop an Immortal Seed that can be planted in dirt to grow an Immortal Bush!",,,,,,,,,,,,,,
tip_sorcery_BushSeed_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Immortal Bush",,,,,,,,,,,,,,
tip_sorcery_BushSeed,Journal Tip,,,,"Essence infused Seeds will bud into an Immortal Bush when planted in dirt. The Seed is capable of growing in any light condition.. The bush regrows over time after extracting its Essence.\n[U][ae92d5]PLANTING[-][/U]: Grows in dirt or earth, any light condition. Once planted, the seed will take several days to mature into its Immortal form.\n[U][ae92d5]HARVESTING[-][/U]: The bush is ready for harvest when Essence orbs are visible.",,,,,,,,,,,,,,
tip_sorcery_HolyPurify_title,Journal Tip,,,,"[c6b88f]Sorcery[-] Purify Debuff",,,,,,,,,,,,,,
tip_sorcery_HolyPurify,Journal Tip,,,,"Foes affected by Holy Sorcery are afflicted with the Purify Debuff. This debuff, while damaging its foe over time and ultimately Purifying them, heals targeted players every few seconds.\n[U][c6b88f]APPLYING PURIFY[-][/U]: All Holy Spells, such as Holy Retribution granted by Shrines, apply and stack Purify. Consecutive stacks of Purify build up on the afflicted target increasing the damage done when the debuff expires and the target is Purified.\n[U][c6b88f]PURIFICATION[-][/U]: Upon Purify expiring, the afflicted victim is then Purified. The damage of Purification is determined by the number of times the Purify Debuff was applied to or renewed on the target.\n[U][c6b88f]PURIFY HEAL[-][/U]: While targeted by a foe afflicted with the Purify Debuff, your Health will be restored by an amount every few seconds. The amount healed scales with Arcane Sorcery, then later with Holy Sorcery.",,,,,,,,,,,,,,
tip_sorcery_Support_title,Journal Tip,,,,"[e3bb70]Lootable Supporter Key[-]",,,,,,,,,,,,,,
tip_sorcery_Support,Journal Tip,,,,"Did you know you can support the development of Sorcery? The ongoing development of Sorcery is dependent on strong ongoing support.\n\n[U]Enjoying Sorcery? Become a Supporter[/U]:[36dc2a]www.SorceryMod.com[-]\n\n[U][B]DISCLAIMER[/B][/U]: You are [I]not[/I] required to support in order to obtain in-game items. The free [U][I]Supporter Key Item[/I][/U] is [U][I]Lootable[/I][/U] and unlocks all perks for its duration and can be obtained in-game through [U][I]Quests, Loot and Trader[/I][/U].",,,,,,,,,,,,,,

quest_skillGrimoire_title,Quest,Quest Info,,,"[e3bb70]+1 Skill Point[-] Grimoire",,,,,,,,,,,,,,
quest_skillGrimoire_subtitle,Quest,Quest Info,,,"+1 Skill Point Gained",,,,,,,,,,,,,,
quest_skillGrimoire,Quest,Quest Info,,,"Ah, you bring an offering... most splendid! Say, you do know these things are drenched in Fallen Blood, right? All the same! Here, a deals a deal... blooood for power:\n• Gain: [ae92d5]+1 Skill Point[-]\n\n[I][d1d1d1]Unholy Merchant[-][/I]",,,,,,,,,,,,,,
quest_sorceryRecall_title,Quest,Quest Info,,,"[b1b1b1]Recall[-] Teleport to Bedroll",,,,,,,,,,,,,,
quest_sorceryRecall_subtitle,Quest,Quest Info,,,"Teleporting to Bedroll",,,,,,,,,,,,,,
quest_sorceryRecall,Quest,Quest Info,,,"Inciting this incantation will draw on Arcane forces to Teleport you to your Bedroll. This taxing process takes time and will leave you vulnerable by completely draining your Spirit.\n\n[I][d1d1d1]Though this incantation mimics that of death, it won't actually kill you.[-][/I]",,,,,,,,,,,,,,

quest_xp_Sorcery,Quest,Quest Info,,,"Your Sorcery grows in power... You've earned XP toward leveling up your Sorcery Attribute, bringing you one step closer to becoming a Master Sorcerer!",,,,,,,,,,,,,,
